CiexKey,IdCiex,Ciex,DescCiex,Categoria,Grupo,Capitulo
2261,F136,"Trastornos Mentales y del Comportamiento debidos al uso de Sedantes o Hipnoticos, Sindro","F136 - Trastornos Mentales y del Comportamiento debidos al uso de Sedantes o Hipnoticos, Sindro",F13 - TRASTORNOS MENTALES Y DEL COMPORTAMIENTO DEBIDOS AL USO DE SEDANTES O,(F10 - F19) TRASTORNOS MENTALES Y DEL COMPORTAMIENTO DEBIDOS AL USO DE SUSTANCIAS PSICOACTIVAS,CAPITULO V: TRASTORNOS MENTALES Y DEL COMPORTAMIENTO
2262,F137,"Trastornos Mentales y del Comportamiento debidos al uso de Sedantes o Hipnoticos, Trasto","F137 - Trastornos Mentales y del Comportamiento debidos al uso de Sedantes o Hipnoticos, Trasto",F13 - TRASTORNOS MENTALES Y DEL COMPORTAMIENTO DEBIDOS AL USO DE SEDANTES O,(F10 - F19) TRASTORNOS MENTALES Y DEL COMPORTAMIENTO DEBIDOS AL USO DE SUSTANCIAS PSICOACTIVAS,CAPITULO V: TRASTORNOS MENTALES Y DEL COMPORTAMIENTO
2263,F138,"Trastornos Mentales y del Comportamiento debidos al uso de Sedantes o Hipnoticos, Otros","F138 - Trastornos Mentales y del Comportamiento debidos al uso de Sedantes o Hipnoticos, Otros",F13 - TRASTORNOS MENTALES Y DEL COMPORTAMIENTO DEBIDOS AL USO DE SEDANTES O,(F10 - F19) TRASTORNOS MENTALES Y DEL COMPORTAMIENTO DEBIDOS AL USO DE SUSTANCIAS PSICOACTIVAS,CAPITULO V: TRASTORNOS MENTALES Y DEL COMPORTAMIENTO
2264,F139,Trastornos Mentales y del Comportamiento debidos al uso de Sedantes o Hipnoticos no Espe,F139 - Trastornos Mentales y del Comportamiento debidos al uso de Sedantes o Hipnoticos no Espe,F13 - TRASTORNOS MENTALES Y DEL COMPORTAMIENTO DEBIDOS AL USO DE SEDANTES O,(F10 - F19) TRASTORNOS MENTALES Y DEL COMPORTAMIENTO DEBIDOS AL USO DE SUSTANCIAS PSICOACTIVAS,CAPITULO V: TRASTORNOS MENTALES Y DEL COMPORTAMIENTO
2265,F140,"Trastornos Mentales y del Comportamiento debidos al uso de Cocaina, Intoxicacion Aguda","F140 - Trastornos Mentales y del Comportamiento debidos al uso de Cocaina, Intoxicacion Aguda",F14 - TRASTORNOS MENTALES Y DEL COMPORTAMIENTO DEBIDOS AL USO DE COCAINA,(F10 - F19) TRASTORNOS MENTALES Y DEL COMPORTAMIENTO DEBIDOS AL USO DE SUSTANCIAS PSICOACTIVAS,CAPITULO V: TRASTORNOS MENTALES Y DEL COMPORTAMIENTO
2266,F141,"Trastornos Mentales y del Comportamiento debidos al uso de Cocaina, uso Nocivo","F141 - Trastornos Mentales y del Comportamiento debidos al uso de Cocaina, uso Nocivo",F14 - TRASTORNOS MENTALES Y DEL COMPORTAMIENTO DEBIDOS AL USO DE COCAINA,(F10 - F19) TRASTORNOS MENTALES Y DEL COMPORTAMIENTO DEBIDOS AL USO DE SUSTANCIAS PSICOACTIVAS,CAPITULO V: TRASTORNOS MENTALES Y DEL COMPORTAMIENTO
2267,F142,"Trastornos Mentales y del Comportamiento debidos al uso de Cocaina, Sindrome de dependen","F142 - Trastornos Mentales y del Comportamiento debidos al uso de Cocaina, Sindrome de dependen",F14 - TRASTORNOS MENTALES Y DEL COMPORTAMIENTO DEBIDOS AL USO DE COCAINA,(F10 - F19) TRASTORNOS MENTALES Y DEL COMPORTAMIENTO DEBIDOS AL USO DE SUSTANCIAS PSICOACTIVAS,CAPITULO V: TRASTORNOS MENTALES Y DEL COMPORTAMIENTO
2268,F143,"Trastornos Mentales y del Comportamiento debidos al uso de Cocaina, Estado de Abstinenci","F143 - Trastornos Mentales y del Comportamiento debidos al uso de Cocaina, Estado de Abstinenci",F14 - TRASTORNOS MENTALES Y DEL COMPORTAMIENTO DEBIDOS AL USO DE COCAINA,(F10 - F19) TRASTORNOS MENTALES Y DEL COMPORTAMIENTO DEBIDOS AL USO DE SUSTANCIAS PSICOACTIVAS,CAPITULO V: TRASTORNOS MENTALES Y DEL COMPORTAMIENTO
2269,F144,"Trastornos Mentales y del Comportamiento debidos al uso de Cocaina, Estado de Abstinenci","F144 - Trastornos Mentales y del Comportamiento debidos al uso de Cocaina, Estado de Abstinenci",F14 - TRASTORNOS MENTALES Y DEL COMPORTAMIENTO DEBIDOS AL USO DE COCAINA,(F10 - F19) TRASTORNOS MENTALES Y DEL COMPORTAMIENTO DEBIDOS AL USO DE SUSTANCIAS PSICOACTIVAS,CAPITULO V: TRASTORNOS MENTALES Y DEL COMPORTAMIENTO
2270,F145,"Trastornos Mentales y del Comportamiento debidos al uso de Cocaina, Trastorno Psicotico","F145 - Trastornos Mentales y del Comportamiento debidos al uso de Cocaina, Trastorno Psicotico",F14 - TRASTORNOS MENTALES Y DEL COMPORTAMIENTO DEBIDOS AL USO DE COCAINA,(F10 - F19) TRASTORNOS MENTALES Y DEL COMPORTAMIENTO DEBIDOS AL USO DE SUSTANCIAS PSICOACTIVAS,CAPITULO V: TRASTORNOS MENTALES Y DEL COMPORTAMIENTO
2271,F146,"Trastornos Mentales y del Comportamiento debidos al uso de Cocaina, Sindrome Amnesico","F146 - Trastornos Mentales y del Comportamiento debidos al uso de Cocaina, Sindrome Amnesico",F14 - TRASTORNOS MENTALES Y DEL COMPORTAMIENTO DEBIDOS AL USO DE COCAINA,(F10 - F19) TRASTORNOS MENTALES Y DEL COMPORTAMIENTO DEBIDOS AL USO DE SUSTANCIAS PSICOACTIVAS,CAPITULO V: TRASTORNOS MENTALES Y DEL COMPORTAMIENTO
2272,F147,"Trastornos Mentales y del Comportamiento debidos al uso de Cocaina, Trastorno Psicotico","F147 - Trastornos Mentales y del Comportamiento debidos al uso de Cocaina, Trastorno Psicotico",F14 - TRASTORNOS MENTALES Y DEL COMPORTAMIENTO DEBIDOS AL USO DE COCAINA,(F10 - F19) TRASTORNOS MENTALES Y DEL COMPORTAMIENTO DEBIDOS AL USO DE SUSTANCIAS PSICOACTIVAS,CAPITULO V: TRASTORNOS MENTALES Y DEL COMPORTAMIENTO
2273,F148,"Trastornos Mentales y del Comportamiento debidos al uso de Cocaina, otros Trastornos Men","F148 - Trastornos Mentales y del Comportamiento debidos al uso de Cocaina, otros Trastornos Men",F14 - TRASTORNOS MENTALES Y DEL COMPORTAMIENTO DEBIDOS AL USO DE COCAINA,(F10 - F19) TRASTORNOS MENTALES Y DEL COMPORTAMIENTO DEBIDOS AL USO DE SUSTANCIAS PSICOACTIVAS,CAPITULO V: TRASTORNOS MENTALES Y DEL COMPORTAMIENTO
2274,F149,Trastornos Mentales y del Comportamiento debidos al uso de Cocaina. no Especificado.,F149 - Trastornos Mentales y del Comportamiento debidos al uso de Cocaina. no Especificado.,F14 - TRASTORNOS MENTALES Y DEL COMPORTAMIENTO DEBIDOS AL USO DE COCAINA,(F10 - F19) TRASTORNOS MENTALES Y DEL COMPORTAMIENTO DEBIDOS AL USO DE SUSTANCIAS PSICOACTIVAS,CAPITULO V: TRASTORNOS MENTALES Y DEL COMPORTAMIENTO
2275,F150,"Trastornos Mentales y del Comportamiento debidos al uso de otros Estimulantes, Incluida","F150 - Trastornos Mentales y del Comportamiento debidos al uso de otros Estimulantes, Incluida",F15 - TRASTORNOS MENTALES Y DEL COMPORTAMIENTO DEBIDOS AL USO DE OTROS ESTIM,(F10 - F19) TRASTORNOS MENTALES Y DEL COMPORTAMIENTO DEBIDOS AL USO DE SUSTANCIAS PSICOACTIVAS,CAPITULO V: TRASTORNOS MENTALES Y DEL COMPORTAMIENTO
2276,F151,"Trastornos Mentales y del Comportamiento debidos al uso de otros Estimulantes, Incluida","F151 - Trastornos Mentales y del Comportamiento debidos al uso de otros Estimulantes, Incluida",F15 - TRASTORNOS MENTALES Y DEL COMPORTAMIENTO DEBIDOS AL USO DE OTROS ESTIM,(F10 - F19) TRASTORNOS MENTALES Y DEL COMPORTAMIENTO DEBIDOS AL USO DE SUSTANCIAS PSICOACTIVAS,CAPITULO V: TRASTORNOS MENTALES Y DEL COMPORTAMIENTO
2277,F152,"Trastornos Mentales y del Comportamiento debidos al uso de otros Estimulantes, Incluida","F152 - Trastornos Mentales y del Comportamiento debidos al uso de otros Estimulantes, Incluida",F15 - TRASTORNOS MENTALES Y DEL COMPORTAMIENTO DEBIDOS AL USO DE OTROS ESTIM,(F10 - F19) TRASTORNOS MENTALES Y DEL COMPORTAMIENTO DEBIDOS AL USO DE SUSTANCIAS PSICOACTIVAS,CAPITULO V: TRASTORNOS MENTALES Y DEL COMPORTAMIENTO
2278,F153,"Trastornos Mentales y del Comportamiento debidos al uso de otros Estimulantes, Incluida","F153 - Trastornos Mentales y del Comportamiento debidos al uso de otros Estimulantes, Incluida",F15 - TRASTORNOS MENTALES Y DEL COMPORTAMIENTO DEBIDOS AL USO DE OTROS ESTIM,(F10 - F19) TRASTORNOS MENTALES Y DEL COMPORTAMIENTO DEBIDOS AL USO DE SUSTANCIAS PSICOACTIVAS,CAPITULO V: TRASTORNOS MENTALES Y DEL COMPORTAMIENTO
2279,F154,"Trastornos Mentales y del Comportamiento debidos al uso de otros Estimulantes, Incluida","F154 - Trastornos Mentales y del Comportamiento debidos al uso de otros Estimulantes, Incluida",F15 - TRASTORNOS MENTALES Y DEL COMPORTAMIENTO DEBIDOS AL USO DE OTROS ESTIM,(F10 - F19) TRASTORNOS MENTALES Y DEL COMPORTAMIENTO DEBIDOS AL USO DE SUSTANCIAS PSICOACTIVAS,CAPITULO V: TRASTORNOS MENTALES Y DEL COMPORTAMIENTO
2280,F155,"Trastornos Mentales y del Comportamiento debidos al uso de otros Estimulantes, Incluida","F155 - Trastornos Mentales y del Comportamiento debidos al uso de otros Estimulantes, Incluida",F15 - TRASTORNOS MENTALES Y DEL COMPORTAMIENTO DEBIDOS AL USO DE OTROS ESTIM,(F10 - F19) TRASTORNOS MENTALES Y DEL COMPORTAMIENTO DEBIDOS AL USO DE SUSTANCIAS PSICOACTIVAS,CAPITULO V: TRASTORNOS MENTALES Y DEL COMPORTAMIENTO
2281,F156,"Trastornos Mentales y del Comportamiento debidos al uso de otros Estimulantes, Incluida","F156 - Trastornos Mentales y del Comportamiento debidos al uso de otros Estimulantes, Incluida",F15 - TRASTORNOS MENTALES Y DEL COMPORTAMIENTO DEBIDOS AL USO DE OTROS ESTIM,(F10 - F19) TRASTORNOS MENTALES Y DEL COMPORTAMIENTO DEBIDOS AL USO DE SUSTANCIAS PSICOACTIVAS,CAPITULO V: TRASTORNOS MENTALES Y DEL COMPORTAMIENTO
2282,F157,"Trastornos Mentales y del Comportamiento debidos al uso de otros Estimulantes, Incluida","F157 - Trastornos Mentales y del Comportamiento debidos al uso de otros Estimulantes, Incluida",F15 - TRASTORNOS MENTALES Y DEL COMPORTAMIENTO DEBIDOS AL USO DE OTROS ESTIM,(F10 - F19) TRASTORNOS MENTALES Y DEL COMPORTAMIENTO DEBIDOS AL USO DE SUSTANCIAS PSICOACTIVAS,CAPITULO V: TRASTORNOS MENTALES Y DEL COMPORTAMIENTO
2283,F158,"Trastornos Mentales y del Comportamiento debidos al uso de otros Estimulantes, Incluida","F158 - Trastornos Mentales y del Comportamiento debidos al uso de otros Estimulantes, Incluida",F15 - TRASTORNOS MENTALES Y DEL COMPORTAMIENTO DEBIDOS AL USO DE OTROS ESTIM,(F10 - F19) TRASTORNOS MENTALES Y DEL COMPORTAMIENTO DEBIDOS AL USO DE SUSTANCIAS PSICOACTIVAS,CAPITULO V: TRASTORNOS MENTALES Y DEL COMPORTAMIENTO
2284,F159,"Trastornos Mentales y del Comportamiento debidos al uso de otros Estimulantes, Incluida","F159 - Trastornos Mentales y del Comportamiento debidos al uso de otros Estimulantes, Incluida",F15 - TRASTORNOS MENTALES Y DEL COMPORTAMIENTO DEBIDOS AL USO DE OTROS ESTIM,(F10 - F19) TRASTORNOS MENTALES Y DEL COMPORTAMIENTO DEBIDOS AL USO DE SUSTANCIAS PSICOACTIVAS,CAPITULO V: TRASTORNOS MENTALES Y DEL COMPORTAMIENTO
2285,F160,"Trastornos Mentales y del Comportamiento debidos al uso de Alucinogenos, Intoxicacion Ag","F160 - Trastornos Mentales y del Comportamiento debidos al uso de Alucinogenos, Intoxicacion Ag",F16 - TRASTORNOS MENTALES Y DEL COMPORTAMIENTO DEBIDOS AL USO DE ALUCINOGENO,(F10 - F19) TRASTORNOS MENTALES Y DEL COMPORTAMIENTO DEBIDOS AL USO DE SUSTANCIAS PSICOACTIVAS,CAPITULO V: TRASTORNOS MENTALES Y DEL COMPORTAMIENTO
2286,F161,"Trastornos Mentales y del Comportamiento debidos al uso de Alucinogenos, uso Nocivo","F161 - Trastornos Mentales y del Comportamiento debidos al uso de Alucinogenos, uso Nocivo",F16 - TRASTORNOS MENTALES Y DEL COMPORTAMIENTO DEBIDOS AL USO DE ALUCINOGENO,(F10 - F19) TRASTORNOS MENTALES Y DEL COMPORTAMIENTO DEBIDOS AL USO DE SUSTANCIAS PSICOACTIVAS,CAPITULO V: TRASTORNOS MENTALES Y DEL COMPORTAMIENTO
2287,F162,"Trastornos Mentales y del Comportamiento debidos al uso de Alucinogenos, Sindrome de dep","F162 - Trastornos Mentales y del Comportamiento debidos al uso de Alucinogenos, Sindrome de dep",F16 - TRASTORNOS MENTALES Y DEL COMPORTAMIENTO DEBIDOS AL USO DE ALUCINOGENO,(F10 - F19) TRASTORNOS MENTALES Y DEL COMPORTAMIENTO DEBIDOS AL USO DE SUSTANCIAS PSICOACTIVAS,CAPITULO V: TRASTORNOS MENTALES Y DEL COMPORTAMIENTO
2288,F163,"Trastornos Mentales y del Comportamiento debidos al uso de Alucinogenos, Estado de Absti","F163 - Trastornos Mentales y del Comportamiento debidos al uso de Alucinogenos, Estado de Absti",F16 - TRASTORNOS MENTALES Y DEL COMPORTAMIENTO DEBIDOS AL USO DE ALUCINOGENO,(F10 - F19) TRASTORNOS MENTALES Y DEL COMPORTAMIENTO DEBIDOS AL USO DE SUSTANCIAS PSICOACTIVAS,CAPITULO V: TRASTORNOS MENTALES Y DEL COMPORTAMIENTO
2289,F164,"Trastornos Mentales y del Comportamiento debidos al uso de Alucinogenos, Estado de Absti","F164 - Trastornos Mentales y del Comportamiento debidos al uso de Alucinogenos, Estado de Absti",F16 - TRASTORNOS MENTALES Y DEL COMPORTAMIENTO DEBIDOS AL USO DE ALUCINOGENO,(F10 - F19) TRASTORNOS MENTALES Y DEL COMPORTAMIENTO DEBIDOS AL USO DE SUSTANCIAS PSICOACTIVAS,CAPITULO V: TRASTORNOS MENTALES Y DEL COMPORTAMIENTO
2290,F165,"Trastornos Mentales y del Comportamiento debidos al uso de Alucinogenos, Trastorno Psico","F165 - Trastornos Mentales y del Comportamiento debidos al uso de Alucinogenos, Trastorno Psico",F16 - TRASTORNOS MENTALES Y DEL COMPORTAMIENTO DEBIDOS AL USO DE ALUCINOGENO,(F10 - F19) TRASTORNOS MENTALES Y DEL COMPORTAMIENTO DEBIDOS AL USO DE SUSTANCIAS PSICOACTIVAS,CAPITULO V: TRASTORNOS MENTALES Y DEL COMPORTAMIENTO
2291,F166,"Trastornos Mentales y del Comportamiento debidos al uso de Alucinogenos, Sindrome Amnesi","F166 - Trastornos Mentales y del Comportamiento debidos al uso de Alucinogenos, Sindrome Amnesi",F16 - TRASTORNOS MENTALES Y DEL COMPORTAMIENTO DEBIDOS AL USO DE ALUCINOGENO,(F10 - F19) TRASTORNOS MENTALES Y DEL COMPORTAMIENTO DEBIDOS AL USO DE SUSTANCIAS PSICOACTIVAS,CAPITULO V: TRASTORNOS MENTALES Y DEL COMPORTAMIENTO
2292,F167,"Trastornos Mentales y del Comportamiento debidos al uso de Alucinogenos, Trastorno Psico","F167 - Trastornos Mentales y del Comportamiento debidos al uso de Alucinogenos, Trastorno Psico",F16 - TRASTORNOS MENTALES Y DEL COMPORTAMIENTO DEBIDOS AL USO DE ALUCINOGENO,(F10 - F19) TRASTORNOS MENTALES Y DEL COMPORTAMIENTO DEBIDOS AL USO DE SUSTANCIAS PSICOACTIVAS,CAPITULO V: TRASTORNOS MENTALES Y DEL COMPORTAMIENTO
2293,F168,"Trastornos Mentales y del Comportamiento debidos al uso de Alucinogenos, otros Trastorno","F168 - Trastornos Mentales y del Comportamiento debidos al uso de Alucinogenos, otros Trastorno",F16 - TRASTORNOS MENTALES Y DEL COMPORTAMIENTO DEBIDOS AL USO DE ALUCINOGENO,(F10 - F19) TRASTORNOS MENTALES Y DEL COMPORTAMIENTO DEBIDOS AL USO DE SUSTANCIAS PSICOACTIVAS,CAPITULO V: TRASTORNOS MENTALES Y DEL COMPORTAMIENTO
2294,F169,"Trastornos Mentales y del Comportamiento debidos al uso de Alucinogenos, no Especificado","F169 - Trastornos Mentales y del Comportamiento debidos al uso de Alucinogenos, no Especificado",F16 - TRASTORNOS MENTALES Y DEL COMPORTAMIENTO DEBIDOS AL USO DE ALUCINOGENO,(F10 - F19) TRASTORNOS MENTALES Y DEL COMPORTAMIENTO DEBIDOS AL USO DE SUSTANCIAS PSICOACTIVAS,CAPITULO V: TRASTORNOS MENTALES Y DEL COMPORTAMIENTO
2295,F170,"Trastornos Mentales y del Comportamiento debidos al uso de Tabaco, Intoxicacion Aguda","F170 - Trastornos Mentales y del Comportamiento debidos al uso de Tabaco, Intoxicacion Aguda",F17 - TRASTORNOS MENTALES Y DEL COMPORTAMIENTO DEBIDOS AL USO DE TABACO,(F10 - F19) TRASTORNOS MENTALES Y DEL COMPORTAMIENTO DEBIDOS AL USO DE SUSTANCIAS PSICOACTIVAS,CAPITULO V: TRASTORNOS MENTALES Y DEL COMPORTAMIENTO
2296,F171,"Trastornos Mentales y del Comportamiento debidos al uso de Tabaco, uso Nocivo","F171 - Trastornos Mentales y del Comportamiento debidos al uso de Tabaco, uso Nocivo",F17 - TRASTORNOS MENTALES Y DEL COMPORTAMIENTO DEBIDOS AL USO DE TABACO,(F10 - F19) TRASTORNOS MENTALES Y DEL COMPORTAMIENTO DEBIDOS AL USO DE SUSTANCIAS PSICOACTIVAS,CAPITULO V: TRASTORNOS MENTALES Y DEL COMPORTAMIENTO
2297,F172,"Trastornos Mentales y del Comportamiento debidos al uso de Tabaco, Sindrome de dependenc","F172 - Trastornos Mentales y del Comportamiento debidos al uso de Tabaco, Sindrome de dependenc",F17 - TRASTORNOS MENTALES Y DEL COMPORTAMIENTO DEBIDOS AL USO DE TABACO,(F10 - F19) TRASTORNOS MENTALES Y DEL COMPORTAMIENTO DEBIDOS AL USO DE SUSTANCIAS PSICOACTIVAS,CAPITULO V: TRASTORNOS MENTALES Y DEL COMPORTAMIENTO
2298,F173,"Trastornos Mentales y del Comportamiento debidos al uso de Tabaco, Estado de Abstinencia","F173 - Trastornos Mentales y del Comportamiento debidos al uso de Tabaco, Estado de Abstinencia",F17 - TRASTORNOS MENTALES Y DEL COMPORTAMIENTO DEBIDOS AL USO DE TABACO,(F10 - F19) TRASTORNOS MENTALES Y DEL COMPORTAMIENTO DEBIDOS AL USO DE SUSTANCIAS PSICOACTIVAS,CAPITULO V: TRASTORNOS MENTALES Y DEL COMPORTAMIENTO
2299,F174,"Trastornos Mentales y del Comportamiento debidos al uso de Tabaco, Estado de Abstinencia","F174 - Trastornos Mentales y del Comportamiento debidos al uso de Tabaco, Estado de Abstinencia",F17 - TRASTORNOS MENTALES Y DEL COMPORTAMIENTO DEBIDOS AL USO DE TABACO,(F10 - F19) TRASTORNOS MENTALES Y DEL COMPORTAMIENTO DEBIDOS AL USO DE SUSTANCIAS PSICOACTIVAS,CAPITULO V: TRASTORNOS MENTALES Y DEL COMPORTAMIENTO
2300,F175,"Trastornos Mentales y del Comportamiento debidos al uso de Tabaco, Trastorno Psicotico","F175 - Trastornos Mentales y del Comportamiento debidos al uso de Tabaco, Trastorno Psicotico",F17 - TRASTORNOS MENTALES Y DEL COMPORTAMIENTO DEBIDOS AL USO DE TABACO,(F10 - F19) TRASTORNOS MENTALES Y DEL COMPORTAMIENTO DEBIDOS AL USO DE SUSTANCIAS PSICOACTIVAS,CAPITULO V: TRASTORNOS MENTALES Y DEL COMPORTAMIENTO
2301,F176,"Trastornos Mentales y del Comportamiento debidos al uso de Tabaco, Sindrome Amnesico","F176 - Trastornos Mentales y del Comportamiento debidos al uso de Tabaco, Sindrome Amnesico",F17 - TRASTORNOS MENTALES Y DEL COMPORTAMIENTO DEBIDOS AL USO DE TABACO,(F10 - F19) TRASTORNOS MENTALES Y DEL COMPORTAMIENTO DEBIDOS AL USO DE SUSTANCIAS PSICOACTIVAS,CAPITULO V: TRASTORNOS MENTALES Y DEL COMPORTAMIENTO
2302,F177,"Trastornos Mentales y del Comportamiento debidos al uso de Tabaco, Trastorno Psicotico R","F177 - Trastornos Mentales y del Comportamiento debidos al uso de Tabaco, Trastorno Psicotico R",F17 - TRASTORNOS MENTALES Y DEL COMPORTAMIENTO DEBIDOS AL USO DE TABACO,(F10 - F19) TRASTORNOS MENTALES Y DEL COMPORTAMIENTO DEBIDOS AL USO DE SUSTANCIAS PSICOACTIVAS,CAPITULO V: TRASTORNOS MENTALES Y DEL COMPORTAMIENTO
2303,F178,"Trastornos Mentales y del Comportamiento debidos al uso de Tabaco, otros Trastornos Ment","F178 - Trastornos Mentales y del Comportamiento debidos al uso de Tabaco, otros Trastornos Ment",F17 - TRASTORNOS MENTALES Y DEL COMPORTAMIENTO DEBIDOS AL USO DE TABACO,(F10 - F19) TRASTORNOS MENTALES Y DEL COMPORTAMIENTO DEBIDOS AL USO DE SUSTANCIAS PSICOACTIVAS,CAPITULO V: TRASTORNOS MENTALES Y DEL COMPORTAMIENTO
2304,F179,"Trastornos Mentales y del Comportamiento debidos al Consumo de Tabaco, no Especificado","F179 - Trastornos Mentales y del Comportamiento debidos al Consumo de Tabaco, no Especificado",F17 - TRASTORNOS MENTALES Y DEL COMPORTAMIENTO DEBIDOS AL USO DE TABACO,(F10 - F19) TRASTORNOS MENTALES Y DEL COMPORTAMIENTO DEBIDOS AL USO DE SUSTANCIAS PSICOACTIVAS,CAPITULO V: TRASTORNOS MENTALES Y DEL COMPORTAMIENTO
2305,F180,"Trastornos Mentales y del Comportamiento debidos al uso de disolventes Volatiles, Intoxi","F180 - Trastornos Mentales y del Comportamiento debidos al uso de disolventes Volatiles, Intoxi",F18 - TRASTORNOS MENTALES Y DEL COMPORTAMIENTO DEBIDOS AL USO DE DISOLVENTES,(F10 - F19) TRASTORNOS MENTALES Y DEL COMPORTAMIENTO DEBIDOS AL USO DE SUSTANCIAS PSICOACTIVAS,CAPITULO V: TRASTORNOS MENTALES Y DEL COMPORTAMIENTO
2306,F181,"Trastornos Mentales y del Comportamiento debidos al uso de Disolventes Volatiles, uso No","F181 - Trastornos Mentales y del Comportamiento debidos al uso de Disolventes Volatiles, uso No",F18 - TRASTORNOS MENTALES Y DEL COMPORTAMIENTO DEBIDOS AL USO DE DISOLVENTES,(F10 - F19) TRASTORNOS MENTALES Y DEL COMPORTAMIENTO DEBIDOS AL USO DE SUSTANCIAS PSICOACTIVAS,CAPITULO V: TRASTORNOS MENTALES Y DEL COMPORTAMIENTO
2307,F182,"Trastornos Mentales y del Comportamiento debidos al uso de Disolventes Volatiles, Sindro","F182 - Trastornos Mentales y del Comportamiento debidos al uso de Disolventes Volatiles, Sindro",F18 - TRASTORNOS MENTALES Y DEL COMPORTAMIENTO DEBIDOS AL USO DE DISOLVENTES,(F10 - F19) TRASTORNOS MENTALES Y DEL COMPORTAMIENTO DEBIDOS AL USO DE SUSTANCIAS PSICOACTIVAS,CAPITULO V: TRASTORNOS MENTALES Y DEL COMPORTAMIENTO
2308,F183,"Trastornos Mentales y del Comportamiento debidos al uso de Disolventes Volatiles, Estado","F183 - Trastornos Mentales y del Comportamiento debidos al uso de Disolventes Volatiles, Estado",F18 - TRASTORNOS MENTALES Y DEL COMPORTAMIENTO DEBIDOS AL USO DE DISOLVENTES,(F10 - F19) TRASTORNOS MENTALES Y DEL COMPORTAMIENTO DEBIDOS AL USO DE SUSTANCIAS PSICOACTIVAS,CAPITULO V: TRASTORNOS MENTALES Y DEL COMPORTAMIENTO
2309,F184,"Trastornos Mentales y del Comportamiento debidos al uso de Disolventes Volatiles, Estado","F184 - Trastornos Mentales y del Comportamiento debidos al uso de Disolventes Volatiles, Estado",F18 - TRASTORNOS MENTALES Y DEL COMPORTAMIENTO DEBIDOS AL USO DE DISOLVENTES,(F10 - F19) TRASTORNOS MENTALES Y DEL COMPORTAMIENTO DEBIDOS AL USO DE SUSTANCIAS PSICOACTIVAS,CAPITULO V: TRASTORNOS MENTALES Y DEL COMPORTAMIENTO
2310,F185,"Trastornos Mentales y del Comportamiento debidos al uso de Disolventes Volatiles, Trasto","F185 - Trastornos Mentales y del Comportamiento debidos al uso de Disolventes Volatiles, Trasto",F18 - TRASTORNOS MENTALES Y DEL COMPORTAMIENTO DEBIDOS AL USO DE DISOLVENTES,(F10 - F19) TRASTORNOS MENTALES Y DEL COMPORTAMIENTO DEBIDOS AL USO DE SUSTANCIAS PSICOACTIVAS,CAPITULO V: TRASTORNOS MENTALES Y DEL COMPORTAMIENTO
2311,F186,"Trastornos Mentales y del Comportamiento debidos al uso de Disolventes Volatiles, Sindro","F186 - Trastornos Mentales y del Comportamiento debidos al uso de Disolventes Volatiles, Sindro",F18 - TRASTORNOS MENTALES Y DEL COMPORTAMIENTO DEBIDOS AL USO DE DISOLVENTES,(F10 - F19) TRASTORNOS MENTALES Y DEL COMPORTAMIENTO DEBIDOS AL USO DE SUSTANCIAS PSICOACTIVAS,CAPITULO V: TRASTORNOS MENTALES Y DEL COMPORTAMIENTO
2312,F187,"Trastornos Mentales y del Comportamiento debidos al uso de Disolventes Volatiles, Trasto","F187 - Trastornos Mentales y del Comportamiento debidos al uso de Disolventes Volatiles, Trasto",F18 - TRASTORNOS MENTALES Y DEL COMPORTAMIENTO DEBIDOS AL USO DE DISOLVENTES,(F10 - F19) TRASTORNOS MENTALES Y DEL COMPORTAMIENTO DEBIDOS AL USO DE SUSTANCIAS PSICOACTIVAS,CAPITULO V: TRASTORNOS MENTALES Y DEL COMPORTAMIENTO
2313,F188,"Trastornos Mentales y del Comportamiento debidos al uso de Disolventes Volatiles, Otros","F188 - Trastornos Mentales y del Comportamiento debidos al uso de Disolventes Volatiles, Otros",F18 - TRASTORNOS MENTALES Y DEL COMPORTAMIENTO DEBIDOS AL USO DE DISOLVENTES,(F10 - F19) TRASTORNOS MENTALES Y DEL COMPORTAMIENTO DEBIDOS AL USO DE SUSTANCIAS PSICOACTIVAS,CAPITULO V: TRASTORNOS MENTALES Y DEL COMPORTAMIENTO
2314,F189,"Trastornos Mentales y del Comportamiento debidos al uso de Disolventes Volatiles, no Esp","F189 - Trastornos Mentales y del Comportamiento debidos al uso de Disolventes Volatiles, no Esp",F18 - TRASTORNOS MENTALES Y DEL COMPORTAMIENTO DEBIDOS AL USO DE DISOLVENTES,(F10 - F19) TRASTORNOS MENTALES Y DEL COMPORTAMIENTO DEBIDOS AL USO DE SUSTANCIAS PSICOACTIVAS,CAPITULO V: TRASTORNOS MENTALES Y DEL COMPORTAMIENTO
